eventid,date,year,state,city,attack_type,weapon,target,group,fatalities,injuries,summary,latitude,longitude
197712230012,23-Dec-77,1977,Florida,Miami,Bombing/Explosion,Explosives/Bombs/Dynamite,Airports & Aircraft | Airline Officer/Personnel | Venezula Airline Office,Anti-Castro Command,0,0,,25.764367,-80.201529
197712240005,24-Dec-77,1977,Washington,Kent,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation | Train/Train Tracks/Trolley | Auto Loaded on Railroad Car,George Jackson Brigade,0,0,,47.380285,-122.237419
197712260004,26-Dec-77,1977,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic) | Embassy/Consulate | Venezuelan Consulate,Omega-7,0,0,,40.712784,-74.005941
197801080005,8-Jan-78,1978,Ohio,Columbus,Facility/Infrastructure Attack,Incendiary,Abortion Related | Clinics | Northwest Women's Center,Anti-Abortion Activists,0,0,"1/8/1978: Unknown perpetrators set ten fires in the Northwest Women's Clinic in Columbus, Ohio, United States.  There were no casualties but the building was destroyed, resulting in around $200,000 in damages.",39.96196,-83.002984
197801140007,14-Jan-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic) | . | Iranian mission to the U.N.,Anti Shah of Iran,0,0,,40.712784,-74.005941
197801310001,31-Jan-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | . | office headquarters building,Fuerzas Armadas de Liberacion Nacional (FALN),0,1,"01/31/1978: The Consolidated Edison Office Building was bombed by members of the Armed Forces for National Liberation (FALN) in New York City in the United States.  The device, a low-yield pipe bomb, exploded in a trash can outside the headquarters building, causing a piece of the can to shatter a window of the Con Edison's first floor district office.  One Con Edison employee was slightly injured, but released after treatment at the scene. This bombing is linked to the bombing of a parked police car on the same day, not far from the Edison building. Both incidents were claimed by FALN directly through a telephone call to the United Press International within an hour after the bombs exploded.",40.736778,-73.984472
197802000006,1-Feb-78,1978,Ohio,Cincinnati,Bombing/Explosion,Explosives/Bombs/Dynamite,Abortion Related | Clinics | Women for Women Clinic,Anti-Abortion Activists,0,0,"2/0/1978: Unknown perpetrators threw a chemical bomb into the Women for Women Clinic in Cincinnati, Ohio, United, States.  There were no casualties but the abortion facility sustained $3,000 in damages.",39.103175,-84.511981
197802050001,5-Feb-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic) | Embassy/Consulate | Mexican Consulate,Latin America Anti-Communist Army (LAACA),0,0,,40.712784,-74.005941
197802150002,15-Feb-78,1978,Maryland,Bethesda,Facility/Infrastructure Attack,Incendiary,"Business | Bank/Commerce | Home, Egyptian Official, World Bank",Jewish Committee of Concern,0,0,,38.98637,-77.096919
197802150005,15-Feb-78,1978,Alaska,Fairbanks,Bombing/Explosion,Explosives/Bombs/Dynamite,Utilities | Oil | Oil Pipeline,Anti-Castro Group,0,0,,64.837778,-147.716389
197802180009,18-Feb-78,1978,Ohio,Cleveland,Facility/Infrastructure Attack,Incendiary,Abortion Related | Clinics | Concerned Women's Clinic,Anti-Abortion Activists,0,1,"2/18/1978: A male posing as a deliveryman walked into the Concerned Women's Clinic in Cleveland, Ohio, United States.  The perpetrator threw a bag containing gasoline at the abortion clinic's receptionist, temporarily blinding her.  The perpetrator proceeded to spread gasoline throughout the facility, subsequently igniting a fire within the facility.  There were no other casualties but the abortion clinic sustained $100,000 in damages.",41.504365,-81.690459
197802210006,21-Feb-78,1978,Virginia,Arlington,Facility/Infrastructure Attack,Incendiary,"Business | Bank/Commerce | Home, Egyptian Official, World Bank",Jewish Committee of Concern,0,0,,38.880777,-77.108273
197802260009,26-Feb-78,1978,Florida,Miami,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Hotel/Resort | Marco Polo Hotel,Coordination of the United Revolutionary Organization (CORU),0,0,,25.764367,-80.201529
197803010017,1-Mar-78,1978,Ohio,Akron,Facility/Infrastructure Attack,Incendiary,Abortion Related | Clinics | Akron Women's Clinic,Anti-Abortion Activists,0,0,"3/1/1978: Unknown perpetrators set a fire at the Akron Women's Clinic in Akron, Ohio, United States.  There were no casualties and the monetary extant of the damages are unknown.",41.084195,-81.514059
197803040005,4-Mar-78,1978,California,San Francisco,Facility/Infrastructure Attack,Incendiary,Government (Diplomatic) | Embassy/Consulate | Yugoslav Consulate,Croatian Nationalists,0,0,,37.777125,-122.419644
197803060002,6-Mar-78,1978,Georgia,Lawrenceville,Assassination,Firearms,Private Citizens & Property | Named Civilian | Larry Flynt,Unaffiliated Individual(s),0,2,"3/6/1978: Joseph Paul Franklin was suspected of shooting Larry Flynt and his attorney Gene Reeves outside of the courthouse in Lawrenceville, Georgia, United States.  Flynt and Reeves were both injured.",33.952465,-83.987994
197803140001,14-Mar-78,1978,California,San Francisco,Bombing/Explosion,Explosives/Bombs/Dynamite,Utilities | . | Pacific Gas and Electric Substation,New World Liberation Front (NWLF),0,0,,37.777125,-122.419644
197803220002,22-Mar-78,1978,Colorado,Denver,Bombing/Explosion,Explosives/Bombs/Dynamite,NGO | Domestic NGO | VFW Hall,New World Liberation Front (NWLF),1,0,,39.74001,-104.992259
197803270004,27-Mar-78,1978,New York,Pelham Manor,Armed Assault,Incendiary,"Government (Diplomatic) | Diplomatic Personnel (outside of embassy, consulate) | Auto of Egyptian Diplomat",Jewish Committee of Concern,0,0,,40.895354,-73.806984
197805140004,14-May-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Journalists & Media | Newspaper Journalist/Staff/Facility | Daily Newspaper,Jewish Defense League (JDL),0,0,,40.712784,-74.005941
197805150005,15-May-78,1978,Vermont,Burlington,Facility/Infrastructure Attack,Incendiary,Abortion Related | Clinics | Vermont's Women's Health Center,Anti-Abortion Activists,0,0,"5/15/1978: Unknown perpetrators threw a Molotov cocktail at the Vermont Women's Health Center in Burlington, Vermont, United States.  There were no casualties but the exterior of the abortion clinic was damaged.",44.47592,-73.213234
197805220004,22-May-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Airports & Aircraft | Airport | John F. Kennedy airport,Fuerzas Armadas de Liberacion Nacional (FALN),0,0,"05/22/1978: A six-inch long pipe bomb, wrapped in yellow and red paper, exploded on a shelf at a tobacco shop on the second floor of the Eastern Airlines building at John F. Kennedy Airport in Queens, New York in the United States.  The explosion caused broken glass and minor damage to the shelf, and there were no casualities from the incident.  The blast was claimed by members of the Armed Forces for National Liberation (FALN) by way of a telephone call to the United Press International.  This incident is linked to three other bombings on this day, one at La Guardia airport in Queens, New York, one at Newark airport in New Jersey, and one outside of the Department of Justice in Washington, D.C. (197805220005, 197805220006,197805220007), all of which were also claimed by FALN members in the phone call.",40.641311,-73.778139
197805220005,22-May-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Airports & Aircraft | Airport | LaGuardia airport,Fuerzas Armadas de Liberacion Nacional (FALN),0,0,"05/22/1978: A small fire in the trashcan of the men's restroom at LaGuardia Airport in Queens, New York in the United States, caused minor damage and no casualties.  The fire was caused by a small incendiary device that was detonated by a timer, composed of a watch and batteries. The blast was claimed by members of the Armed Forces for National Liberation (FALN) by way of a telephone call to the United Press International.  This incident is linked to three other bombings on this day, one at John F. Kennedy Airport in Queens, New York, one at Newark Airport in New Jersey, and one outside of the Department of Justice in Washington, D.C. (197805220004, 197805220006,197805220007), all of which were also claimed by FALN members in the phone call.",40.776927,-73.873966
197805220006,22-May-78,1978,New Jersey,Newark,Bombing/Explosion,Explosives/Bombs/Dynamite,Airports & Aircraft | Airport | Newark airport,Fuerzas Armadas de Liberacion Nacional (FALN),0,0,"05/22/1978: An incendiary device, detonated by a timer, composed of a watch face and a nine-volt battery exploded behind a toy on a heavy glass shelf the Century Shop, a gift shop at Terminal A near the Trans World Airline desks in the Newark airport in New Jersey, United States.  The explosion caused minor damage to the shelf and the adjoining wall, as well as destroyed merchandise, but there were no casualities from the incident.  The blast was claimed by members of the Armed Forces for National Liberation (FALN) by way of a telephone call to the United Press International.  This incident is linked to three other bombings on this day, one each at John F. Kennedy airport and LaGuardia airport in Queens, New York, and one outside of the Department of Justice in Washington, D.C. (197805220004, 197805220005,197805220007), all of which were also claimed by FALN members in the phone call.",40.689531,-74.174462
197805220007,22-May-78,1978,District of Columbia,Washington,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General) | Government Building/Facility/Office | Department of Justice headquarters,Fuerzas Armadas de Liberacion Nacional (FALN),0,0,"05/22/1978: A pipe bomb, detonated by a timing device, exploded in the shrubbery outside of the east entrance to the Department of Justice headquarters on Constitution Avenue, between Ninth and 10th Streets in Washington, D.C. in the United States.  No damage and no casualties resulted from the explosion. The blast was claimed by members of the Armed Forces for National Liberation (FALN) by way of a telephone call to the United Press International.  This incident is linked to three other bombings on this day, one each at John F. Kennedy airport and LaGuardia airport in Queens, New York, and one at Newark airport in New Jersey (197805220004, 197805220005,197805220006), all of which were claimed by FALN members in the phone call.",38.89037,-77.031959
197805260002,26-May-78,1978,Illinois,Chicago,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution | Teacher/Professor/Instructor | Professor,Unaffiliated Individual(s),0,1,,41.88415,-87.632409
197806070004,7-Jun-78,1978,Illinois,Chicago,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property | Political Party Member/Rally | Chicago headquarters of the Nazi Party of America,Unknown,0,0,"6/7/1978: Unknown perpetrators placed a bomb in front of the Nazi Party of America headquarters in Chicago, Illinois in the United States.  The bomb was discovered and subsequently removed.",41.764636,-87.686908
197806150007,15-Jun-78,1978,Iowa,West Des Moines,Bombing/Explosion,Explosives/Bombs/Dynamite,Abortion Related | Clinics | ,Unknown,0,0,,41.59066,-93.736211
197806150008,15-Jun-78,1978,California,Beverly Hills,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business | Entertainment/Cultural/Stadium/Casino | Doheny Plaza theatre, Beverly Hills",Jewish Defense League (JDL),0,0,"6/15/1978: One member of the Jewish Defense League (JDL) was convicted of bombing the Doheny Plaza theatre in Beverly Hills, California, United States.  There were no casualties but the building sustained an estimated $1,000 in damages.  The theatre was schedule to show Vanessa Redgrave's controversial film, ""The Palestinian"" which the JDL deemed to be anti-Israel.",34.073485,-118.400344
197806240002,24-Jun-78,1978,Illinois,Schaumburg,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business | Retail/Grocery/Bakery | store in Schaumberg, Illinois",Fuerzas Armadas de Liberacion Nacional (FALN),0,0,"06/24/1978: In a series of three related incidents, the Armed Forces for National Liberation (FALN) claimed responsibility for bombing the J.C. Penny Department Store at the Woodfield Shopping Center in Schaumburg, Illinois (a suburb of Chicago) in the United States.  There were no casualties but the store was damaged.",42.046605,-88.037002
197807010004,1-Jul-78,1978,California,San Francisco,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General) | Politician or Political Party Movement/Meeting/Rally | Van belonging to California Senator Milton Marks,Unknown,0,0,,37.777125,-122.419644
197807100002,10-Jul-78,1978,New York,New York City,Facility/Infrastructure Attack,Incendiary,Tourists | Tourism Travel Agency | Soviet Tourist Office,Jewish Armed Resistance,0,0,,40.712784,-74.005941
197807120006,12-Jul-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Retail/Grocery/Bakery | store,Fuerzas Armadas de Liberacion Nacional (FALN),0,0,"07/12/1978: A bomb, planted by the Armed Forces for National Liberation (FALN), exploded at Macy's Department store at Herald Square in Manhattan, New York, United States.  There were no casualties from the incident, and the explosion  caused minor damage. This incident is linked to the bombing at Korvettes department store in Manhattan on the same day (197807120007).",40.750542,-73.987718
197807290002,29-Jul-78,1978,Tennessee,Chattanooga,Armed Assault,Firearms,Private Citizens & Property | Race/Ethnicity Identified | Interracial couple,Unaffiliated Individual(s),1,1,"7/29/1978: Joseph Paul Franklin shot William Bryant Tatum, an African American, and his White girlfriend Nancy Hilton in the parking lot of a Pizza Hut in Chattanooga, Tennessee in the United States.  Tatum died from his injuries while Hilton survived.",35.04644,-85.309464
197808140002,14-Aug-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation | Bus Station/Stop | Grand Central Station,Unknown,0,0,,40.712784,-74.005941
197808170005,17-Aug-78,1978,Illinois,Chicago,Hostage Taking (Barricade Incident),Firearms,Government (Diplomatic) | Embassy/Consulate | FRG Consulate,Croatian Nationalists,0,0,,41.88415,-87.632409
197808180004,18-Aug-78,1978,California,Los Angeles,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property | Political Party Member/Rally | Democratic Party headquarters in Los Angeles,Jewish Defense League (JDL),0,0,"8/18/1978: The Jewish Defense League claimed responsibility for ignited a fire in the Democratic Party headquarters in Los Angeles, California, United States.  There were no casualties but the office sustained an estimated $17,000 in damages.",34.05349,-118.245319
197809280007,28-Sep-78,1978,New York,Greenburgh,Assassination,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | Anthony Cikoja, Yugoslav immigrant",Otpor,1,0,"09/28/1978: Anthony Cikoja, a Yugoslavian immigrant, was shot and killed by three bullets from a car waiting outside his home on Sprain Valley Road, in Greenburgh, New York, a suburb of New York City near Scarsdale in the United States.  Cikoja was on his way to his own car, when he collapsed on the front stoop.  Croatian nationalists are suspected to be responsible for the incident because Cikoja had received a threat letter , three months prior to his murder, from a group calling itself the ""Croatian Nationalist Army"", demanding that he pay $5,000 by August towards the group's cause for independence, or otherwise he would be killed. He refused to pay the money.  At least fifteen other Yugoslav immigrants in the metropolitan area had received similar letters.",41.039559,-73.87149
197810040004,4-Oct-78,1978,Illinois,Chicago,Facility/Infrastructure Attack,Incendiary,"Business | Retail/Grocery/Bakery | shop of Daniel Nikolic, an American of Croatian descent",Otpor,0,0,"10/04/1978: The Danmarie Cabinet Company, a shop owned by Daniel Nikolic, an American of Croatian descent, was damaged by a firebomb in Chicago, Illinois, United States, by suspected Croatian nationalists after Nikolic refused to contribute to Croatian nationalist funds.  Nikolic claimed he also received a letter similar to that of Anthony Cikoja, who was assassinated a week earlier for the same reasons (197809280007).  Nikolic said the letter was written in Croatian dialect, demanding money. It is unknown whether there were any injuries or fatalities as a result of the bombing.",41.88415,-87.632409
197810050005,5-Oct-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Entertainment/Cultural/Stadium/Casino | Madison Square Garden,Omega-7,0,0,,40.712784,-74.005941
197810120005,12-Oct-78,1978,New York,New York City,Hostage Taking (Barricade Incident),Firearms,Business | Bank/Commerce | Chase Manhattan Bank on Ninth Avenue near Thirteenth Street in Lower Manhattan,May 19 Communist Order,0,0,"10/12/1978: Four members of the May 19 Communist Order robbed a Chase Manhattan Bank branch in Manhattan, New York, United States.  $8,380 were stolen. No casualties resulted from this incident.",40.78306,-73.971249
197810210002,21-Oct-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,"Journalists & Media | Newspaper Journalist/Staff/Facility | El Diario, (New York newspaper in Spain)",Omega-7,0,0,,40.712784,-74.005941
197810270006,27-Oct-78,1978,Massachusetts,Wakefield,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business | Multinational Corporation | Office, Mobil Oil",United Freedom Front (UFF),0,0,,42.5064,-71.072399
197810270007,27-Oct-78,1978,Massachusetts,Waltham,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business | Multinational Corporation | Office, Mobil Oil",United Freedom Front (UFF),0,0,,42.37644,-71.235324
197811090006,9-Nov-78,1978,New York,Dobbs Ferry,Armed Assault,Incendiary,"Government (Diplomatic) | International Organization (peacekeeper, aid agency, compound) | Car, Egyptian U.N. Official",New Jewish Defense League,0,0,,41.01519,-73.874889
197811220002,22-Nov-78,1978,California,Glendale,Assassination,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | Krizan Brkic, and American tool and dye manufacturer of Croatian descent",Otpor,1,0,"11/22/1978: Krizan Brkic, an American of Croatian descent who was a tool and dye manufacturer, was murdered outside his home in Glendale, California, United States, by two bullets from a .32 caliber automatic firearm.  Brkic was an active member of political groups in Glendale, and had received an extortion letter in June of 1978 demanding that he contribute money to the Croatian nationalists, similar to the case of Anthony Cikoja (197809280007) in September and the bombing of a shop of a Croatian-American in Chicago in October (197810040004).",34.14633,-118.248364
197811290003,29-Nov-78,1978,Delaware,Delaware City,Armed Assault,Firearms,Transportation | Train/Train Tracks/Trolley | The Andrian Goncharov,Unknown,0,0,"11/29/1978: An unknown perpetrator, stationed in a car on the Reedy Point Bridge in Delaware City, Delaware, United States, fired on the Andrian Goncharov, a Soviet freighter, with a sniper rifle as the ship crossed through the Chesapeake and Delaware Canal.  There were no casualties but two bullets pierced the wall of the ship's radio room.",39.573475,-75.594124
197812060002,6-Dec-78,1978,New York,New York City,Armed Assault,Incendiary,"Government (Diplomatic) | Diplomatic Personnel (outside of embassy, consulate) | Egyptian Diplomats Car",New Jewish Defense League,0,0,,40.712784,-74.005941
197812120003,12-Dec-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,"Government (Diplomatic) | Diplomatic Personnel (outside of embassy, consulate) | residence, egyptian diplomat",New Jewish Defense League,0,0,,40.712784,-74.005941
197812150009,15-Dec-78,1978,Alabama,Cullman,Hostage Taking (Kidnapping),Melee,"Religious Figures/Institutions | Religious Figure | black preacher, Manuel Whitfield",Ku Klux Klan,0,1,"12/15/1978: Black preacher, Manuel Whitfield of Columbus, Georgia, was abducted while hitchhiking on Interstate 65  in Cullman, Alabama, in the United States, by three white men in a van, who then dragged Whitfield into the woods and whipped and beat him, and then left him outside, a mile west of the highway. Whitfield survived and was treated for his wounds.  The Ku Klux Klan claimed responsibility for the attack and stated that Whitfield had no business being in Alabama and that the beating will teach him to stay out; the motive was that Whitfield had denounced the rape conviction of black man Tommy Lee Hines, for raping a white woman.  Earlier this day, Whitfield preached for three hours on the steps of the Cullman County courthouse, at which time he denounced the conviction, and was taunted by whites. Whitfield initially refused to press charges against the perpetrators, but then later agreed to testify before a Federal grand jury.",34.174375,-86.843454
197812180007,18-Dec-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic) | Embassy/Consulate | egyptian tourist office,New Jewish Defense League,0,0,,40.712784,-74.005941
197812190014,19-Dec-78,1978,New Jersey,Livingston,Armed Assault,Firearms,"Business | Retail/Grocery/Bakery | Bamberger's Department Store, Livingston New Jersey",May 19 Communist Order,0,0,"12/19/1978: Five members of the May 19 Communist Order robbed two Coin Depot Corporation armored cars leaving the Bamberger's Department Store in Livingston, New Jersey, United States.  Two guards were temporarily held hostage during the incident and $200,000 was stolen. No casualties resulted from this incident.",40.795495,-74.317414
197812290003,29-Dec-78,1978,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic) | . | Cuban Mission to UN,Omega-7,0,0,,40.712784,-74.005941
197902150014,15-Feb-79,1979,New York,Hempstead,Facility/Infrastructure Attack,Incendiary,"Abortion Related | Clinics | Bill Baird Clinic, Hempstead New York",Anti-Abortion Activists,0,1,"2/15/1979: Peter Burkin, an unemployed drifter entered into the waiting room of the Bill Baird Clinic in Hempstead, New York, United States and ignited a fire using a bottle of gasoline and two foot torch.  The person was injured in the incident and the abortion clinic was burnt down, resulting in over $100,000 in damages.",40.70991,-73.622794
197902260005,26-Feb-79,1979,Wisconsin,Milwaukee,Bombing/Explosion,Explosives/Bombs/Dynamite,"Religious Figures/Institutions | Religious Figure | Reverend Timothy Majic, who for many years, wrote for a Croatian-language newspaper published in Chicago",Croatian Nationalists,0,1,"02/26/1979: A bomb exploded outside of a parochial elementary school of the Sacred Heart Church in Milwaukee, Wisconsin, United States, injuring a police officer who was attempting to dismantle the device.  The bomb was sent in a book, mailed to Reverend Timothy Majic, a Roman Catholic pastor of Sacred Heart Church, who also worked as an editor for the Morning Star, a Croatian-language newspaper published in Chicago. In the book, there were three batteries and what appeared to be dynamite in a hollowed out section.  While disarming the device, detective George Timm lost part of his right index finger, and suffered cuts on his hand, face, and chest. Croatian nationalists are suspected to be responsible for the incident.",43.040755,-87.975912
197902270004,27-Feb-79,1979,New York,Eastchester,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Multinational Corporation | Mobil Oil Co Facility,United Freedom Front (UFF),0,0,,40.95956,-73.809557
197903250002,25-Mar-79,1979,New York,New York City,Bombing/Explosion,Explosives/Bombs/Dynamite,Airports & Aircraft | Airport | TWA (Kennedy Airport),Omega-7,0,4,,40.712784,-74.005941
197903250003,25-Mar-79,1979,New Jersey,Union City,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Medical/Pharmaceutical | Pharmaceutical firm,Omega-7,0,0,,40.779546,-74.023751
197903250004,25-Mar-79,1979,New Jersey,Weehawken,Bombing/Explosion,Explosives/Bombs/Dynamite,NGO | . | Hqs of Cuban Refugee Program of NJ,Omega-7,0,0,,40.766387,-74.025431
197903290002,24-Mar-79,1979,Florida,Miami,Bombing/Explosion,Explosives/Bombs/Dynamite,Business | Industrial/Textiles/Factory | Padron Cigar factory,Unknown,0,0,,25.764367,-80.201529
197904030002,3-Apr-79,1979,Massachusetts,Boston,Facility/Infrastructure Attack,Incendiary,Airports & Aircraft | Airport | Logan International Airport,Unknown,0,0,,42.358635,-71.056699
197904060005,6-Apr-79,1979,California,Rossmore,Assassination,Explosives/Bombs/Dynamite,Private Citizens & Property | House/Apartment/Residence | home of Mario Forgiarini,Unknown,0,0,,33.793365,-118.07812
197904060006,6-Apr-79,1979,California,Cerritos,Assassination,Explosives/Bombs/Dynamite,"Private Citizens & Property | House/Apartment/Residence | Home of Frank Striskovich, Croation community activist",Unknown,0,0,,33.858448,-118.065204
197905020017,2-May-79,1979,Alabama,Bessemer,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General) | Judge/Attorney/Court | City Hall,Unknown,1,3,,33.40203,-86.953994
197905090011,9-May-79,1979,Illinois,Chicago,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution | School/University/Educational Building | University,Unaffiliated Individual(s),0,1,,41.88415,-87.632409
197905170021,17-May-79,1979,Hawaii,Kailua,Armed Assault,Firearms,"Military | Military Personnel (soldiers, troops, officers, forces) | two marines, Corporals Dennis E. Emerson and Amos L. Blythers",Unaffiliated Individual(s),1,1,"05/17/1979: Two marines, Corporals Dennis E. Emerson and Amos L. Blythers were shot outside on the windward side of Oahu, Hawaii in the United States, by a group of non-white men whose motto was ""Save Hawaii for the Hawaiians.""   This incident was one in a series of attacks on the Navy and other military men in Hawaii over the previous five months.  Emerson was wounded and Blythers killed, after they were shot by .44 caliber pistols by three men, two of whom were captured by police.",21.402222,-157.739444
197905190001,19-May-79,1979,District of Columbia,Washington,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic) | . | Cuban Mission,Omega-7,0,0,,38.89037,-77.031959
197905230009,23-May-79,1979,California,Los Angeles,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property | Vehicles/Transportation | Truck,Unknown,2,0,,34.05349,-118.245319
197905260007,26-May-79,1979,Alabama,Decatur,Armed Assault,Firearms,"Private Citizens & Property | Race/Ethnicity Identified | a group of black marchers during a Southern Christian Leadership Conference parade, who were marching in support of a black man who was previously charged for the rape of a white woman",Ku Klux Klan,0,9,"05/26/1979: Members of the Ku Klux Klan, armed with guns, clubs, and sticks, disrupted a march of the Southern Christian Leadership Conference in Decatur, Alabama, United States.  The march was in support of a mentally disabled black man who was charged with raping a white woman, and convicted by an all-white jury.  During the march, Klansmen blocked the street, disobeyed police orders to allow the marchers to pass, and opened gunfire, injuring two black marchers and five law enforcements officials.  Two Klansmen were also shot and wounded. In May 1984, ten Klansmen were charged in federal court for civil rights violations in a violent disruption of black marchers and police, and nine of the men were charged with the conspiracy of use of force or threat of force for purposes of intimidating parade participants because of their race. By January 1989, all ten Klan members had either been found guilty or pleaded guilty to the charges brought against them in this incident.",34.607389,-86.979767
197906010002,1-Jun-79,1979,Illinois,Chicago,Assassination,Explosives/Bombs/Dynamite,"Government (General) | Politician or Political Party Movement/Meeting/Rally | Frack Collen, head of national socialist party of America",International Committee Against Nazism,0,0,,41.88415,-87.632409
197906010003,1-Jun-79,1979,Illinois,Cicero,Bombing/Explosion,Explosives/Bombs/Dynamite,"Government (General) | Politician or Political Party Movement/Meeting/Rally | Midwest Hqs, National Socialist White People's Party",International Committee Against Nazism,0,0,,41.84484,-87.746834
197906010004,1-Jun-79,1979,New Jersey,Paterson,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property | Laborer (General)/Occupation Identified | Former Nazi SS officer,International Committee Against Nazism,0,0,,40.916465,-74.171084
197906030003,3-Jun-79,1979,Nebraska,Lincoln,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property | Labor Union Related | Member of a Nazi Organization,International Committee Against Nazism,0,0,,40.81362,-96.707739
197906040002,4-Jun-79,1979,Virginia,Arlington,Assassination,Explosives/Bombs/Dynamite,"Government (General) | Politician or Political Party Movement/Meeting/Rally | Matt Koehl CMDR, National Socialist White People's Party",International Committee Against Nazism,0,0,,38.880777,-77.108273
197906130004,13-Jun-79,1979,New York,Mineola,Assassination,Melee,Private Citizens & Property | Laborer (General)/Occupation Identified | houseguest of Boledlavs Maikovskis,The Jewish Execution with Silence,0,1,,40.748705,-73.642488
197906200008,20-Jun-79,1979,New York,New York City,Hijacking,Explosives/Bombs/Dynamite,Airports & Aircraft | Aircraft (not at an airport) | B-727,Serbian Nationalists,0,0,,40.712784,-74.005941
197907120013,12-Jul-79,1979,Georgia,Doraville,Armed Assault,Firearms,Private Citizens & Property | Race/Ethnicity Identified | African American suspected of flirting with white women,Unaffiliated Individual(s),1,0,"7/12/1979: Joseph Paul Franklin shot and killed Harold McIver, an African American, as he left a Taco Bell in Doraville, Georgia, United States.  Franklin believed that McIver was 'hitting on' young White women.",33.900942,-84.279003
197907260004,26-Jul-79,1979,Florida,Miami,Unknown,Unknown,Business | Retail/Grocery/Bakery | Padron Cigars,Unknown,0,0,,25.764367,-80.201529
197908180004,18-Aug-79,1979,Virginia,Falls Church,Armed Assault,Firearms,Private Citizens & Property | Race/Ethnicity Identified | African American man,Unaffiliated Individual(s),1,0,"8/18/1979: Joseph Paul Franklin, while stationed outside a Burger King in Falls Church, Virginia, in the United States, shot and killed Raymond Turner, an African American, who was eating inside the restaurant.",38.887344,-77.17897
197909080004,8-Sep-79,1979,Florida,Hialeah,Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions | Place of Worship | Church,Omega-7,0,0,,25.857518,-80.278182
197909110004,11-Sep-79,1979,New Jersey,Paramus,Armed Assault,Firearms,"Business | Retail/Grocery/Bakery | Bamberger's Department Store, Paraums New Jersey",May 19 Communist Order,0,0,"9/11/1979: Six members of the May 19 Communist Order robbed an armored car leaving the Bamberger's Department Store at Garden State Mall in Paramus, New Jersey in the United States.  Two guards were temporarily held hostage and $105,000 were stolen. No casualties resulted from this incident.",40.944407,-74.070626
197909210002,21-Sep-79,1979,Pennsylvania,Philadelphia,Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions | . | Public platform where pope was to hold open air mass,Unknown,0,0,,39.95227,-75.162369
197910170001,17-Oct-79,1979,Illinois,Chicago,Bombing/Explosion,Explosives/Bombs/Dynamite,Military | Military Recruiting Station/Academy | Great Lakes naval tng center,Fuerzas Armadas de Liberacion Nacional (FALN),0,0,,41.88415,-87.632409
197910180002,18-Oct-79,1979,Illinois,Chicago,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General) | Politician or Political Party Movement/Meeting/Rally | Republican party hqs (16- story building housing various political offices),Fuerzas Armadas de Liberacion Nacional (FALN),0,0,,41.88415,-87.632409
